שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2021,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
קרית עקרון,469,QIRYAT EQRON,4,המרכז,44,רחובות,441,99,מועצה מקומית,133,1,11051,10977,10617,74,1948,170,,1833664101,55,453,10002241,2021,Qiryat Eqron,420
קרית שלמה,412,QIRYAT SHELOMO,4,המרכז,41,השרון,411,19,מועצה אזורית חוף השרון,141,1,207,202,152,5,1945,340,,1871368234,28,401,15000060,2021,Qiryat Shelomo,
קרית שמונה,2800,QIRYAT SHEMONA,2,הצפון,21,צפת,211,0,עירייה,,1,22336,21574,19912,762,1950,160,,2538579076,208,217,10004591,2021,Qiryat Shemona,211
קרית חינוך עזתה,1766,,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,,,,,,,520,,1612659335,143,651,10001930,2021,,620
קרית תעופה,1746,,4,המרכז,43,רמלה,432,25,מועצה אזורית חבל מודיעין,142,,,,,,,520,,1918565510,48,424,10002168,2021,,
קרני שומרון,3640,QARNE SHOMERON,7,אזור יהודה ושומרון,73,טול כרם,,99,מועצה מקומית,145,1,9662,9653,9346,9,1978,180,,2088467512,316,717,15004488,2021,Qarne Shomeron,710
קשת,4006,QESHET,2,הצפון,29,גולן,292,71,מועצה אזורית גולן,,1,863,863,863,0,1974,320,2,2759176514,701,219,10004579,2021,Qeshet,211
ראמה,543,RAME,2,הצפון,24,עכו,242,99,מועצה מקומית,,2,7789,16,7,7773,,280,,2346676038,382,260,10004465,2021,Rame,210
ראס אל-עין,1334,RAS AL-EIN,2,הצפון,24,עכו,242,56,מועצה אזורית משגב,,2,410,0,0,410,,450,,2351775772,222,205,10004465,2021,Ras Al-Ein,210
ראס עלי,990,RAS ALI,3,חיפה,31,חיפה,311,12,מועצה אזורית זבולון,222,2,656,0,0,656,,450,,2147974196,63,301,10004207,2021,Ras Ali,310
ראש העין,2640,ROSH HAAYIN,4,המרכז,42,פתח תקווה,422,0,עירייה,142,1,71651,71599,69328,52,1950,150,,1961966686,83,418,10002168,2021,Rosh HaAyin,
ראש פינה,26,ROSH PINNA,2,הצפון,21,צפת,213,99,מועצה מקומית,,1,3236,3184,3101,52,1882,190,,2510676372,308,259,10004540,2021,Rosh Pinna,211
ראש צורים,3602,ROSH ZURIM,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,445,1,948,948,948,0,1969,330,3,2119361950,918,714,15000586,2021,Rosh Zurim,
ראשון לציון,8300,RISHON LEZIYYON,4,המרכז,44,רחובות,442,0,עירייה,133,1,257129,256859,232976,270,1882,130,,1812065295,41,413,10002207,2021,Rishon LeZiyyon,
רבבה,3795,REVAVA,7,אזור יהודה ושומרון,72,שכם,,72,מועצה אזורית שומרון,145,1,2908,2908,2908,0,1991,190,11,2123066950,422,710,15004488,2021,Revava,710
רבדים,564,REVADIM,6,הדרום,61,אשקלון,611,35,מועצה אזורית יואב,,1,825,825,816,0,1948,330,15,1826563130,79,632,10001821,2021,Revadim,420
רביבים,354,REVIVIM,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,1,1094,1081,979,13,1943,330,15,1733855041,283,620,10001918,2021,Revivim,610
רביד,1225,RAVID,2,הצפון,22,כנרת,222,6,מועצה אזורית עמק הירדן,,1,143,142,141,1,1981,330,15,2437875070,164,214,10004552,2021,Ravid,214
רגבה,390,REGBA,2,הצפון,24,עכו,245,4,מועצה אזורית מטה אשר,241,1,1102,1102,1094,0,1946,320,15,2096576475,17,201,10004302,2021,Regba,212
רגבים,444,REGAVIM,3,חיפה,32,חדרה,323,14,מועצה אזורית מנשה,,1,528,528,518,0,1948,330,15,2034971441,99,351,10004233,2021,Regavim,
רהט,1161,RAHAT,6,הדרום,62,באר שבע,623,0,עירייה,341,2,76238,186,96,76052,,250,,1765758882,222,618,10001946,2021,Rahat,620
רווחה,2051,REWAHA,6,הדרום,61,אשקלון,612,34,מועצה אזורית שפיר,,1,567,567,567,0,1953,310,2,1747761753,84,631,10001813,2021,Rewaha,
רוויה,2016,REWAYA,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,444,441,437,3,1952,310,2,2447470611,-109,202,10004568,2021,Rewaya,214
רוח מדבר,1341,RUAH MIDBAR,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,1,68,66,55,2,,340,,1744654349,329,620,10001918,2021,Ruah Midbar,610
רוחמה,362,RUHAMA,6,הדרום,61,אשקלון,614,37,מועצה אזורית שער הנגב,,1,751,715,680,36,1944,330,15,1721160075,165,651,10001829,2021,Ruhama,620
רומאנה,539,RUMMANE,2,הצפון,25,יזרעאל,237,65,מועצה אזורית אל-בטוף,,2,1262,0,0,1262,,450,,2294274370,166,251,15002369,2021,Rummane,214
רומת הייב,997,RUMAT HEIB,2,הצפון,25,יזרעאל,237,65,מועצה אזורית אל-בטוף,,2,2154,0,0,2154,,290,,2288574255,192,251,15002369,2021,Rumat Heib,214
רועי,3619,RO'I,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,171,165,164,6,1976,310,10,2463068380,30,712,10003299,2021,Ro'i,710
רותם,3782,ROTEM,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,262,262,262,0,1983,370,,2490869373,-70,712,10003299,2021,Rotem,710
רחוב,854,REHOV,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,406,406,406,0,1951,310,2,2462270634,-122,202,10004568,2021,Rehov,214
רחובות,8400,REHOVOT,4,המרכז,44,רחובות,441,0,עירייה,133,1,147878,147506,139081,372,1890,140,,1819464438,51,414,10002241,2021,Rehovot,
רחלים,3822,REHELIM,7,אזור יהודה ושומרון,72,שכם,,72,מועצה אזורית שומרון,,1,975,975,975,0,2013,370,11,2244166767,549,710,15004488,2021,Rehelim,710
ריחאנייה,540,REIHANIYYE,2,הצפון,21,צפת,212,2,מועצה אזורית מרום הגליל,,2,1228,1,0,1227,,450,,2458877272,673,209,10004528,2021,Reihaniyye,211
ריחן,3568,REHAN,7,אזור יהודה ושומרון,71,ג'נין,,72,מועצה אזורית שומרון,,1,384,384,363,0,1977,320,6,2129770830,362,710,15004488,2021,Rehan,710
ריינה,542,REINE,2,הצפון,25,יזרעאל,237,99,מועצה מקומית,,2,19266,32,11,19234,,270,,2295373626,318,257,10004426,2021,Reine,213
רימונים,3565,RIMMONIM,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,445,1,715,709,679,6,1977,370,10,2323664896,668,711,10003299,2021,Rimmonim,710
רינתיה,616,RINNATYA,4,המרכז,42,פתח תקווה,422,25,מועצה אזורית חבל מודיעין,142,1,1192,1192,1166,0,1949,310,1,1933766127,62,424,10002116,2021,Rinnatya,
רכסים,922,REKHASIM,3,חיפה,31,חיפה,311,99,מועצה מקומית,222,1,13736,13736,13713,0,1957,170,,2097873968,96,355,10004207,2021,Rekhasim,310
רם-און,1069,RAM-ON,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,,1,984,984,978,0,1960,310,1,2246471474,79,204,10004394,2021,Ram-On,213
רמות,4702,RAMOT,2,הצפון,29,גולן,293,71,מועצה אזורית גולן,,1,544,544,531,0,1970,310,1,2627375064,-10,219,10004579,2021,Ramot,211
רמות השבים,206,RAMOT HASHAVIM,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,131,1,1695,1695,1677,0,1933,350,,1892967483,60,417,10002133,2021,Ramot HaShavim,410
רמות מאיר,735,RAMOT ME'IR,4,המרכז,43,רמלה,432,30,מועצה אזורית גזר,143,1,755,753,747,2,1949,310,1,1865064238,82,426,10002241,2021,Ramot Me'ir,
רמות מנשה,445,RAMOT MENASHE,2,הצפון,23,יזרעאל,236,13,מועצה אזורית מגידו,,1,1232,1231,1204,1,1948,330,15,2056872258,181,254,10004411,2021,Ramot Menashe,213
רמות נפתלי,372,RAMOT NAFTALI,2,הצפון,21,צפת,212,55,מועצה אזורית מבואות החרמון,,1,545,545,528,0,1945,310,1,2520277853,436,253,10004591,2021,Ramot Naftali,211
רמלה,8500,RAMLA,4,המרכז,43,רמלה,432,0,עירייה,133,4,77798,58652,54587,19146,1948,150,,1875264835,76,415,10002228,2021,Ramla,
רמת גן,8600,RAMAT GAN,5,תל אביב,52,תל אביב,512,0,עירייה,122,1,169706,168721,157392,985,1921,140,,1835466402,37,506,15003979,2021,Ramat Gan,
רמת דוד,135,RAMAT DAWID,2,הצפון,23,יזרעאל,234,9,מועצה אזורית עמק יזרעאל,,1,542,542,531,0,1926,330,15,2192073153,80,254,10004411,2021,Ramat Dawid,213
רמת הכובש,184,RAMAT HAKOVESH,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,141,1,1184,1184,1145,0,1932,330,15,1943368044,61,417,10004769,2021,Ramat HaKovesh,410
רמת השופט,335,RAMAT HASHOFET,2,הצפון,23,יזרעאל,236,13,מועצה אזורית מגידו,,1,1166,1166,1100,0,1941,330,15,2091072404,241,254,10004411,2021,Ramat HaShofet,213
רמת השרון,2650,RAMAT HASHARON,5,תל אביב,51,תל אביב,511,0,עירייה,121,1,47969,47908,47067,61,1923,160,,1852067183,39,553,10001605,2021,Ramat HaSharon,
רמת יוחנן,178,RAMAT YOHANAN,3,חיפה,31,חיפה,311,12,מועצה אזורית זבולון,222,1,1030,1029,995,1,1932,330,15,2117474431,47,301,10004207,2021,Ramat Yohanan,310
רמת ישי,122,RAMAT YISHAY,2,הצפון,23,יזרעאל,235,99,מועצה מקומית,242,1,8070,8061,7818,9,1925,180,,2158173426,93,257,10004411,2021,Ramat Yishay,
"רמת כוכב מ""א 7",1828,,2,הצפון,23,יזרעאל,233,7,מועצה אזורית עמק המעיינות,,,,,,,,530,,2497072050,,,,2021,,214
"רמת כוכב מ""א 8",1829,,2,הצפון,23,יזרעאל,233,8,מועצה אזורית הגלבוע,,,,,,,,530,,2427072230,,,,2021,,213
"רמת כוכב מ""א 9",1830,,2,הצפון,23,יזרעאל,233,9,מועצה אזורית עמק יזרעאל,,,,,,,,530,,2362072710,,,,2021,,213
"רמת כוכב של""ש",1831,,2,הצפון,23,יזרעאל,233,,חסר מעמד מוניציפלי,,,,,,,,530,,,,,,2021,,
רמת מגשימים,4701,RAMAT MAGSHIMIM,2,הצפון,29,גולן,294,71,מועצה אזורית גולן,,1,784,784,784,0,1968,320,2,2759575016,429,219,10004579,2021,Ramat Magshimim,211
"רמת מנשה מ""א 13",1837,,2,הצפון,23,יזרעאל,236,13,מועצה אזורית מגידו,,,,,,,,530,,2093072110,,,,2021,,213
"רמת מנשה של""ש",1838,,2,הצפון,23,יזרעאל,236,,חסר מעמד מוניציפלי,,,,,,,,530,,,,,,2021,,
רמת צבי,339,RAMAT ZEVI,2,הצפון,23,יזרעאל,233,8,מועצה אזורית הגלבוע,,1,764,759,748,5,1942,310,1,2391272193,53,204,10004394,2021,Ramat Zevi,213
רמת רזיאל,460,RAMAT RAZI'EL,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,662,662,641,0,1948,310,9,2070263124,717,151,15000597,2021,Ramat Razi'el,
רמת רחל,127,RAMAT RAHEL,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,557,557,544,0,1926,330,15,2207962742,788,151,15000705,2021,Ramat Rahel,
רנן,789,RANNEN,6,הדרום,62,באר שבע,622,42,מועצה אזורית מרחבים,344,1,717,717,708,0,1950,310,1,1620658307,104,651,10001893,2021,Rannen,620
רעים,713,RE'IM,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,433,432,402,1,1949,330,15,1485858842,49,651,10001893,2021,Re'im,620
רעננה,8700,RA'ANNANA,4,המרכז,42,פתח תקווה,421,0,עירייה,131,1,78561,78503,76233,58,1921,150,,1879267694,48,416,10002133,2021,Ra'annana,410
רקפת,1228,RAQQEFET,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,241,1,1057,1053,1030,4,1981,370,1,2251075112,312,205,10004513,2021,Raqqefet,210
רשפון,247,RISHPON,4,המרכז,41,השרון,411,19,מועצה אזורית חוף השרון,141,1,1484,1484,1442,0,1936,310,1,1836167862,26,401,10001605,2021,Rishpon,
רשפים,437,RESHAFIM,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,1200,1200,1180,0,1948,330,15,2450370959,-114,202,10004568,2021,Reshafim,214
רתמים,1260,RETAMIM,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,1,608,608,608,0,1983,320,15,1703255151,260,620,10001918,2021,Retamim,610
שאר ישוב,324,SHE'AR YASHUV,2,הצפון,21,צפת,211,55,מועצה אזורית מבואות החרמון,,1,630,630,604,0,1940,310,6,2606679242,129,253,10004591,2021,She'ar Yashuv,211
שבי דרום,1377,SHAVE DAROM,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,,1,405,405,405,0,2017,310,,1657359723,143,651,10001930,2021,Shave Darom,620
שבי ציון,282,SHAVE ZIYYON,2,הצפון,24,עכו,245,4,מועצה אזורית מטה אשר,241,1,1270,1270,1239,0,1938,320,10,2082076520,7,201,10004302,2021,Shave Ziyyon,212
שבי שומרון,3571,SHAVE SHOMERON,7,אזור יהודה ושומרון,72,שכם,,72,מועצה אזורית שומרון,,1,1050,1050,1049,0,1977,370,11,2176368555,335,710,15004488,2021,Shave Shomeron,710
שבלי,913,SHIBLI-UMM AL-GHANAM,2,הצפון,23,יזרעאל,237,99,מועצה מקומית,,2,6279,7,0,6272,,280,,2380073275,179,251,10004394,2021,Shibli-Umm Al-Ghanam,214
שגב-שלום,1286,SEGEV-SHALOM,6,הדרום,62,באר שבע,623,99,מועצה מקומית,342,2,11865,11,0,11854,,270,,1846456733,318,652,15003711,2021,Segev-Shalom,610
שדה אילן,721,SEDE ILAN,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,,1,658,658,658,0,1949,310,2,2399773935,196,206,10004552,2021,Sede Ilan,214
שדה אליהו,304,SEDE ELIYYAHU,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,694,694,689,0,1939,330,3,2485370519,-191,202,10004568,2021,Sede Eliyyahu,214
שדה אליעזר,861,SEDE ELI'EZER,2,הצפון,21,צפת,211,55,מועצה אזורית מבואות החרמון,,1,842,841,818,1,1952,310,6,2529977230,162,253,10004540,2021,Sede Eli'ezer,211
שדה בוקר,885,SEDE BOQER,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,1,469,468,452,1,1952,330,15,1801253146,470,620,10001918,2021,Sede Boqer,610
שדה דוד,36,SEDE DAWID,6,הדרום,61,אשקלון,612,50,מועצה אזורית לכיש,,1,632,632,625,0,1955,310,6,1700560944,93,634,10001813,2021,Sede Dawid,
שדה ורבורג,284,SEDE WARBURG,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,141,1,1436,1436,1419,0,1938,310,10,1910467937,49,417,10002133,2021,Sede Warburg,410
שדה יואב,293,SEDE YO'AV,6,הדרום,61,אשקלון,611,35,מועצה אזורית יואב,,1,594,594,577,0,1956,330,15,1694461708,98,632,10001813,2021,Sede Yo'av,420
שדה יעקב,142,SEDE YA'AQOV,2,הצפון,23,יזרעאל,235,9,מועצה אזורית עמק יזרעאל,,1,1095,1095,1091,0,1927,310,2,2135473375,63,254,10004411,2021,Sede Ya'aqov,213
שדה יצחק,2008,SEDE YIZHAQ,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,,1,736,734,701,2,1952,310,1,1996070126,31,351,15002436,2021,Sede Yizhaq,
שדה משה,18,SEDE MOSHE,6,הדרום,61,אשקלון,612,50,מועצה אזורית לכיש,,1,780,779,765,1,1956,310,1,1812161329,140,634,10001813,2021,Sede Moshe,
שדה נחום,259,SEDE NAHUM,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,992,991,968,1,1937,330,15,2454771487,-76,202,10004568,2021,Sede Nahum,214
שדה נחמיה,329,SEDE NEHEMYA,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,1,1272,1271,1240,1,1940,330,15,2585578807,77,253,10004591,2021,Sede Nehemya,211
שדה ניצן,1058,SEDE NIZZAN,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,387,383,374,4,1973,310,1,1446557122,135,651,10001893,2021,Sede Nizzan,620
שדה עוזיהו,739,SEDE UZZIYYAHU,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,1,1586,1585,1572,1,1950,310,6,1695562943,30,616,10001821,2021,Sede Uzziyyahu,420
שדה צבי,2049,SEDE ZEVI,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,,1,688,688,680,0,1953,310,10,1726759530,202,651,10001930,2021,Sede Zevi,620
שדות ים,327,SEDOT YAM,3,חיפה,32,חדרה,324,15,מועצה אזורית חוף הכרמל,,1,1127,1126,1080,1,1940,330,15,1901671086,9,303,10004261,2021,Sedot Yam,
שדות מיכה,27,SEDOT MIKHA,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,,1,390,390,390,0,1955,310,1,1925462543,219,151,15000597,2021,Sedot Mikha,
שדי אברהם,1223,SEDE AVRAHAM,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,367,367,359,0,1981,310,1,1367156924,86,651,10001893,2021,Sede Avraham,620
שדי חמד,2015,SEDE HEMED,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,142,1,953,953,944,0,1952,310,1,1948167404,35,417,10002133,2021,Sede Hemed,410
שדי תרומות,2057,SEDE TERUMOT,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,478,478,477,0,1951,310,2,2459270520,-128,202,10004568,2021,Sede Terumot,214
שדמה,555,SHEDEMA,4,המרכז,44,רחובות,441,32,מועצה אזורית גדרות,143,1,586,586,581,0,1954,310,10,1756363779,48,456,15002488,2021,Shedema,
שדמות דבורה,306,SHADMOT DEVORA,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,,1,687,685,669,2,1939,310,1,2411773355,146,206,10004552,2021,Shadmot Devora,214
שדמות מחולה,3578,SHADMOT MEHOLA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,677,677,675,0,1979,320,2,2504469484,-189,712,10003299,2021,Shadmot Mehola,710
שדרות,1031,SEDEROT,6,הדרום,61,אשקלון,614,0,עירייה,,1,30553,30353,28488,200,1951,160,,1615060418,89,611,10001829,2021,Sederot,620
שואבה,741,SHO'EVA,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,601,601,594,0,1950,310,10,2074863395,618,151,15000597,2021,Sho'eva,
שובה,761,SHUVA,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,722,722,721,0,1950,310,2,1566959571,108,651,10001930,2021,Shuva,620
שובל,394,SHOVAL,6,הדרום,62,באר שבע,621,41,מועצה אזורית בני שמעון,341,1,870,870,823,0,1946,330,15,1756559148,205,625,10001946,2021,Shoval,620
שוהם,1304,SHOHAM,4,המרכז,43,רמלה,432,99,מועצה מקומית,142,1,21441,21439,21226,2,1993,160,,1949465613,96,421,10002168,2021,Shoham,
שומרה,614,SHOMERA,2,הצפון,24,עכו,244,52,מועצה אזורית מעלה יוסף,,1,366,363,359,3,1949,310,1,2268677643,552,255,10004302,2021,Shomera,212
שומרייה,1265,SHOMERIYYA,6,הדרום,62,באר שבע,623,41,מועצה אזורית בני שמעון,341,1,828,828,828,0,1984,330,15,1889659340,377,625,10001937,2021,Shomeriyya,620
שוקדה,415,SHOQEDA,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,634,634,629,0,1957,310,2,1548259242,82,651,10001930,2021,Shoqeda,620
שורש,456,SHORESH,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,444,1,1176,1172,1128,4,1948,320,6,2062763384,678,151,15000597,2021,Shoresh,
שורשים,1235,SHORASHIM,2,הצפון,24,עכו,242,56,מועצה אזורית משגב,241,1,566,566,559,0,1985,320,1,2246175536,132,205,10004513,2021,Shorashim,210
